id,DateTime,max_temp,min_temp,avg_temp,rh_max,rh_min,rh_avg,L,et0
1,1/1/2019 6:00,20.1,15.6,18.9,69.3,61.1,63.45,50,1.33
2,1/1/2019 7:00,22.1,17.6,20.9,57.3,49.1,51.45,91,3.28
3,1/1/2019 8:00,22.5,18,21.3,55.3,47.1,49.45,151,3.63
4,1/1/2019 9:00,23.1,18.6,21.9,46.7,38.5,40.85,181,4.63
5,1/1/2019 10:00,25.1,20.6,23.9,43.3,35.1,37.45,386,5.59
6,1/1/2019 11:00,25.7,21.2,24.5,45.6,37.4,39.75,473,5.58
7,1/1/2019 12:00,25.5,21,24.3,51.6,43.4,45.75,615,5.11
8,1/1/2019 13:00,25.7,21.2,24.5,59.6,51.4,53.75,726,4.48
9,1/1/2019 14:00,24.1,19.6,22.9,64.6,56.4,58.75,747,3.49
10,1/1/2019 15:00,24.5,20,23.3,66.8,58.6,60.95,529,3.5
11,1/1/2019 16:00,22.1,17.6,20.9,70.3,62.1,64.45,489,2.12
12,1/1/2019 17:00,21.5,17,20.3,70.3,62.1,64.45,358,1.87
13,1/1/2019 18:00,21.4,16.9,20.2,71.6,63.4,65.75,284,1.56
14,1/2/2019 6:00,19.1,14.6,17.9,69.3,61.1,63.45,49,0.9
15,1/2/2019 7:00,19.3,14.8,18.1,57.3,49.1,51.45,91,2.05
16,1/2/2019 8:00,19.1,14.6,17.9,55.3,47.1,49.45,151,2.28
17,1/2/2019 9:00,20.5,16,19.3,46.3,38.1,40.45,181,3.69
18,1/2/2019 10:00,19.8,15.3,18.6,43.5,35.3,37.65,386,3.61
19,1/2/2019 11:00,20.6,16.1,19.4,45.3,37.1,39.45,473,3.78
20,1/2/2019 12:00,21.1,16.6,19.9,52.3,44.1,46.45,615,3.34
21,1/2/2019 13:00,24.9,20.4,23.7,60.3,52.1,54.45,726,4
22,1/2/2019 14:00,25.1,20.6,23.9,64.6,56.4,58.75,747,3.9
23,1/2/2019 15:00,24.2,19.7,23,67.3,59.1,61.45,529,3.21
24,1/2/2019 16:00,22.7,18.2,21.5,70.3,62.1,64.45,489,2.31
25,1/2/2019 17:00,21.9,17.4,20.7,70.5,62.3,64.65,358,1.87
26,1/2/2019 18:00,22,17.5,20.8,72.3,64.1,66.45,284,1.94
27,1/3/2019 6:00,20.1,15.6,18.9,70.5,62.3,64.65,91,1.24
28,1/3/2019 7:00,22.8,18.3,21.6,57.3,49.1,51.45,91,3.46
29,1/3/2019 8:00,22.5,18,21.3,55.3,47.1,49.45,151,3.63
30,1/3/2019 9:00,23.1,18.6,21.9,47.4,39.2,41.55,181,4.54
31,1/3/2019 10:00,25.1,20.6,23.9,43.3,35.1,37.45,386,5.59
32,1/3/2019 11:00,25.7,21.2,24.5,45.3,37.1,39.45,473,5.58
33,1/3/2019 12:00,25.5,21,24.3,52.3,44.1,46.45,615,5.03
34,1/3/2019 13:00,25.7,21.2,24.5,60.3,52.1,54.45,726,4.4
35,1/3/2019 14:00,24.1,19.6,22.9,63.7,55.5,57.85,747,3.57
36,1/3/2019 15:00,24.5,20,23.3,67.3,59.1,61.45,529,3.42
37,1/3/2019 16:00,22.1,17.6,20.9,70.3,62.1,64.45,489,2.12
38,1/3/2019 17:00,21.5,17,20.3,70.3,62.1,64.45,358,1.87
39,1/4/2019 6:00,20.1,15.6,18.9,69.3,61.1,63.45,49,1.33
40,1/4/2019 7:00,22.1,17.6,20.9,57.3,49.1,51.45,91,3.28
41,1/4/2019 8:00,22.5,18,21.3,54.6,46.4,48.75,151,3.72
42,1/4/2019 9:00,23.1,18.6,21.9,46.3,38.1,40.45,181,4.63
43,1/4/2019 10:00,25.1,20.6,23.9,43.3,35.1,37.45,386,5.59
44,1/4/2019 11:00,25.7,21.2,24.5,45.3,37.1,39.45,473,5.58
45,1/4/2019 12:00,25.3,20.8,24.1,51.6,43.4,45.75,615,4.92
46,1/4/2019 13:00,25.7,21.2,24.5,60.3,52.1,54.45,726,4.4
47,1/4/2019 14:00,24.1,19.6,22.9,64.3,56.1,58.45,747,3.49
48,1/4/2019 15:00,24.5,20,23.3,67.3,59.1,61.45,529,3.42
49,1/4/2019 16:00,22.1,17.6,20.9,69.6,61.4,63.75,489,2.21
50,1/4/2019 17:00,21.5,17,20.3,70.3,62.1,64.45,358,1.87
51,1/4/2019 18:00,21.4,16.9,20.2,72.3,64.1,66.45,284,1.47
52,1/5/2019 6:00,21.1,16.6,19.9,69.3,61.1,63.45,50,1.77
53,1/5/2019 7:00,21.6,17.1,20.4,65.7,57.5,59.85,91,2.33
54,1/5/2019 8:00,22,17.5,20.8,55.3,47.1,49.45,151,3.46
55,1/5/2019 9:00,23.1,18.6,21.9,45.6,37.4,39.75,181,4.71
56,1/5/2019 10:00,25.1,20.6,23.9,43.3,35.1,37.45,386,5.59
57,1/5/2019 11:00,25.4,20.9,24.2,45.3,37.1,39.45,473,5.4
58,1/5/2019 12:00,26.1,21.6,24.9,52.3,44.1,46.45,615,5.24
59,1/5/2019 13:00,25.1,20.6,23.9,60.3,52.1,54.45,726,4.22
60,1/5/2019 14:00,24.6,20.1,23.4,63.6,55.4,57.75,747,3.75
61,1/5/2019 15:00,26.1,21.6,24.9,67.3,59.1,61.45,529,4.07
62,1/5/2019 16:00,24.4,19.9,23.2,70.3,62.1,64.45,489,2.95
63,1/5/2019 17:00,23.1,18.6,21.9,69.6,61.4,63.75,358,2.64
64,1/6/2019 6:00,20.1,15.6,18.9,70.3,62.1,64.45,60,1.24
65,1/6/2019 7:00,22.1,17.6,20.9,57.3,49.1,51.45,91,3.28
66,1/6/2019 8:00,22.8,18.3,21.6,54.6,46.4,48.75,151,3.72
67,1/6/2019 9:00,23.1,18.6,21.9,46.3,38.1,40.45,181,4.63
68,1/6/2019 10:00,25.1,20.6,23.9,43.3,35.1,37.45,386,5.59
69,1/6/2019 11:00,25.7,21.2,24.5,45.3,37.1,39.45,473,5.58
70,1/6/2019 12:00,25.6,21.1,24.4,51.6,43.4,45.75,615,5.11
71,1/6/2019 13:00,25.7,21.2,24.5,60.3,52.1,54.45,726,4.4
72,1/6/2019 14:00,24.1,19.6,22.9,64.3,56.1,58.45,747,3.49
73,1/6/2019 15:00,24.5,20,23.3,67.3,59.1,61.45,529,3.42
74,1/6/2019 16:00,22.1,17.6,20.9,70.3,62.1,64.45,489,2.12
75,1/6/2019 17:00,21.5,17,20.3,69.6,61.4,63.75,358,1.96
76,1/6/2019 18:00,21.4,16.9,20.2,72.3,64.1,66.45,284,1.47
77,1/7/2019 6:00,20.4,15.9,19.2,69.3,61.1,63.45,46,1.31
78,1/7/2019 7:00,22.1,17.6,20.9,58.5,50.3,52.65,91,3.19
79,1/7/2019 8:00,22.5,18,21.3,55.3,47.1,49.45,151,3.63
80,1/7/2019 9:00,23.1,18.6,21.9,46.3,38.1,40.45,181,4.63
81,1/7/2019 10:00,25,20.5,23.8,43.3,35.1,37.45,386,5.59
82,1/7/2019 11:00,25.7,21.2,24.5,45.5,37.3,39.65,473,5.58
83,1/7/2019 12:00,25.4,20.9,24.2,52.3,44.1,46.45,615,4.84
84,1/7/2019 13:00,25,20.5,23.8,60.3,52.1,54.45,726,4.22
85,1/7/2019 14:00,24.1,19.6,22.9,64.6,56.4,58.75,747,3.49
86,1/7/2019 15:00,24.5,20,23.3,67.3,59.1,61.45,529,3.42
87,1/7/2019 16:00,22.9,18.4,21.7,70.3,62.1,64.45,489,2.31
88,1/7/2019 17:00,21.5,17,20.3,69.6,61.4,63.75,358,1.96
89,1/7/2019 18:00,21.4,16.9,20.2,72.3,64.1,66.45,284,1.47
90,1/8/2019 6:00,20.6,16.1,19.4,71.3,63.1,65.45,67,1.34
91,1/8/2019 7:00,22.1,17.6,20.9,59.3,51.1,53.45,91,3.1
92,1/8/2019 8:00,22.5,18,21.3,54.3,46.1,48.45,151,3.72
93,1/8/2019 9:00,23.1,18.6,21.9,46.3,38.1,40.45,181,4.63
94,1/8/2019 10:00,25.3,20.8,24.1,43.3,35.1,37.45,386,5.56
95,1/8/2019 11:00,25.7,21.2,24.5,45.3,37.1,39.45,473,5.58
96,1/8/2019 12:00,25.8,21.3,24.6,51.6,43.4,45.75,615,5.11
97,1/8/2019 13:00,25.7,21.2,24.5,60.3,52.1,54.45,726,4.4
98,1/8/2019 14:00,24.1,19.6,22.9,63.7,55.5,57.85,747,3.57
99,1/8/2019 15:00,24.5,20,23.3,67.3,59.1,61.45,529,3.42
100,1/8/2019 16:00,22.1,17.6,20.9,70.3,62.1,64.45,489,2.12
101,1/8/2019 17:00,21.5,17,20.3,70.3,62.1,64.45,358,1.87
102,1/8/2019 18:00,21.4,16.9,20.2,72.7,64.5,66.85,284,1.47
103,1/9/2019 6:00,20.1,15.6,18.9,69.3,61.1,63.45,45,1.33
104,1/9/2019 7:00,21.9,17.4,20.7,60.3,52.1,54.45,91,2.79
105,1/9/2019 8:00,22.5,18,21.3,54.7,46.5,48.85,151,3.72
106,1/9/2019 9:00,23,18.5,21.8,45.3,37.1,39.45,181,4.71
107,1/9/2019 10:00,25.1,20.6,23.9,43.3,35.1,37.45,386,5.59
108,1/9/2019 11:00,25.7,21.2,24.5,44.6,36.4,38.75,473,5.66
109,1/9/2019 12:00,25.5,21,24.3,51.6,43.4,45.75,615,5.11
110,1/9/2019 13:00,25.7,21.2,24.5,60.3,52.1,54.45,726,4.4
111,1/9/2019 14:00,24.8,20.3,23.6,64.3,56.1,58.45,747,3.67
112,1/9/2019 15:00,24.5,20,23.3,66.6,58.4,60.75,529,3.5
113,1/9/2019 16:00,22.1,17.6,20.9,70.3,62.1,64.45,489,2.12
114,1/9/2019 17:00,21.5,17,20.3,70.5,62.3,64.65,358,1.87
115,1/9/2019 18:00,22,17.5,20.8,72.3,64.1,66.45,284,1.94
116,1/10/2019 6:00,23.5,19,22.3,75.3,67.1,69.45,49,2.32
117,1/10/2019 7:00,24.4,19.9,23.2,60.1,51.9,54.25,91,3.84
118,1/10/2019 8:00,24.7,20.2,23.5,55.3,47.1,49.45,151,4.41
119,1/10/2019 9:00,25.1,20.6,23.9,45.63,37.43,39.78,181,5.43
120,1/10/2019 10:00,26.1,21.6,24.9,43.3,35.1,37.45,386,5.94
121,1/10/2019 11:00,26.4,21.9,25.2,45.6,37.4,39.75,473,5.75
122,1/10/2019 12:00,26.9,22.4,25.7,52.3,44.1,46.45,615,5.4
123,1/10/2019 13:00,25.1,20.6,23.9,60.7,52.5,54.85,726,4.22
124,1/10/2019 14:00,25.1,20.6,23.9,64.3,56.1,58.45,747,3.9
125,1/10/2019 15:00,24.4,19.9,23.2,65.64,57.44,59.79,529,3.37
126,1/10/2019 16:00,23.1,18.6,21.9,70.3,62.1,64.45,489,2.55
127,1/10/2019 17:00,22.7,18.2,21.5,71.6,63.4,65.75,358,2.22
128,1/10/2019 18:00,23.1,18.6,21.9,72.3,64.1,66.45,284,2.38
129,1/11/2019 6:00,20.1,15.6,18.9,71.6,63.4,65.75,56,1.14
130,1/11/2019 7:00,20.7,16.2,19.5,57.3,49.1,51.45,91,2.66
131,1/11/2019 8:00,23.1,18.6,21.9,55.3,47.1,49.45,151,3.85
132,1/11/2019 9:00,23.1,18.6,21.9,45.6,37.4,39.75,181,4.71
133,1/11/2019 10:00,23,18.5,21.8,44.3,36.1,38.45,386,4.8
134,1/11/2019 11:00,23.3,18.8,22.1,45.3,37.1,39.45,473,4.68
135,1/11/2019 12:00,24.1,19.6,22.9,52.3,44.1,46.45,615,4.49
136,1/11/2019 13:00,25.1,20.6,23.9,60.3,52.1,54.45,726,4.22
137,1/11/2019 14:00,25.6,21.1,24.4,64.6,56.4,58.75,747,4.08
138,1/11/2019 15:00,26.1,21.6,24.9,68.5,60.3,62.65,529,3.99
139,1/11/2019 16:00,26,21.5,24.8,70.3,62.1,64.45,489,3.84
140,1/11/2019 17:00,24.1,19.6,22.9,70.3,62.1,64.45,358,2.98
141,1/11/2019 18:00,23.1,18.6,21.9,72.6,64.4,66.75,284,2.38
142,1/12/2019 6:00,21,16.5,19.8,69.6,61.4,63.75,56,1.77
143,1/12/2019 7:00,21.1,16.6,19.9,57.3,49.1,51.45,91,2.88
144,1/12/2019 8:00,22.2,17.7,21,54.3,46.1,48.45,151,3.52
145,1/12/2019 9:00,21.1,16.6,19.9,46.3,38.1,40.45,181,3.9
146,1/12/2019 10:00,22,17.5,20.8,44,35.8,38.15,386,4.49
147,1/12/2019 11:00,22.1,17.6,20.9,45.3,37.1,39.45,473,4.35
148,1/12/2019 12:00,23.1,18.6,21.9,52.3,44.1,46.45,615,4.11
149,1/12/2019 13:00,24.6,20.1,23.4,61,52.8,55.15,726,3.96
150,1/12/2019 14:00,24,19.5,22.8,63.3,55.1,57.45,747,3.57
151,1/12/2019 15:00,24.1,19.6,22.9,67.3,59.1,61.45,529,3.24
152,1/12/2019 16:00,24.3,19.8,23.1,70.8,62.6,64.95,489,2.95
153,1/12/2019 17:00,24.1,19.6,22.9,71.3,63.1,65.45,358,2.9
154,1/12/2019 18:00,23.1,18.6,21.9,72.3,64.1,66.45,284,2.38
155,1/13/2019 6:00,20.1,15.6,18.9,69.3,61.1,63.45,67,1.33
156,1/13/2019 7:00,20.7,16.2,19.5,60.3,52.1,54.45,91,2.38
157,1/13/2019 8:00,23.1,18.6,21.9,55.3,47.1,49.45,151,3.85
158,1/13/2019 9:00,23.1,18.6,21.9,49,40.8,43.15,181,4.42
159,1/13/2019 10:00,23,18.5,21.8,43.3,35.1,37.45,386,4.88
160,1/13/2019 11:00,23.3,18.8,22.1,44.3,36.1,38.45,473,4.77
161,1/13/2019 12:00,24.1,19.6,22.9,52,43.8,46.15,615,4.54
162,1/13/2019 13:00,25.1,20.6,23.9,60.3,52.1,54.45,726,4.22
163,1/13/2019 14:00,25.6,21.1,24.4,64.3,56.1,58.45,747,4.08
164,1/13/2019 15:00,26.1,21.6,24.9,66.6,58.4,60.75,529,4.15
165,1/13/2019 16:00,26,21.5,24.8,69.9,61.7,64.05,489,3.92
166,1/13/2019 17:00,24.1,19.6,22.9,67.3,59.1,61.45,358,3.24
167,1/13/2019 18:00,23.1,18.6,21.9,72.3,64.1,66.45,284,2.38
168,1/14/2019 6:00,20.1,15.6,18.9,69.3,61.1,63.45,56,1.33
169,1/14/2019 7:00,20.7,16.2,19.5,57.5,49.3,51.65,91,2.66
170,1/14/2019 8:00,23.1,18.6,21.9,55.3,47.1,49.45,151,3.85
171,1/14/2019 9:00,23.1,18.6,21.9,45.9,37.7,40.05,181,4.71
172,1/14/2019 10:00,23,18.5,21.8,43.3,35.1,37.45,386,4.88
173,1/14/2019 11:00,23.3,18.8,22.1,45.3,37.1,39.45,473,4.68
174,1/14/2019 12:00,24.1,19.6,22.9,52.3,44.1,46.45,615,4.49
175,1/14/2019 13:00,25.1,20.6,23.9,60.9,52.7,55.05,726,4.22
176,1/14/2019 14:00,25.6,21.1,24.4,64.3,56.1,58.45,747,4.08
177,1/14/2019 15:00,26.1,21.6,24.9,67.6,59.4,61.75,529,4.07
178,1/14/2019 16:00,26.1,21.6,24.9,70.3,62.1,64.45,489,3.84
179,1/14/2019 17:00,27,22.5,25.8,68.75,60.55,62.9,358,4.41
180,1/14/2019 18:00,25.1,20.6,23.9,72.7,64.5,66.85,284,3.25
181,1/15/2019 6:00,18.6,14.1,17.4,52.275,44.075,46.425,34,2.36
182,1/15/2019 7:00,19.4,14.9,18.2,47.945,39.745,42.095,11,3.04
183,1/15/2019 8:00,23.1,18.6,21.9,45.055,36.855,39.205,71,4.76
184,1/15/2019 9:00,24.2,19.7,23,38.305,30.105,32.455,131,5.62
185,1/15/2019 10:00,24.9,20.4,23.7,34.275,26.075,28.425,220,6.12
186,1/15/2019 11:00,25.4,20.9,24.2,33.375,25.175,27.525,336,6.35
187,1/15/2019 12:00,25.4,20.9,24.2,33.835,25.635,27.985,441,6.35
188,1/15/2019 13:00,27.75,23.25,26.55,27.275,19.075,21.425,575,7.57
189,1/15/2019 14:00,29.1,24.6,27.9,28.275,20.075,22.425,650,7.97
190,1/15/2019 15:00,28.95,24.45,27.75,29.615,21.415,23.765,529,7.73
191,1/15/2019 16:00,24.8,20.3,23.6,54.775,46.575,48.925,489,4.49
192,1/15/2019 17:00,23.35,18.85,22.15,57.645,49.445,51.795,358,3.65
193,1/15/2019 18:00,21.05,16.55,19.85,59.255,51.055,53.405,284,2.7
194,1/16/2019 6:00,18.55,14.05,17.35,52.275,44.075,46.425,48,2.36
195,1/16/2019 7:00,20.15,15.65,18.95,47.945,39.745,42.095,68,3.43
196,1/16/2019 8:00,23.45,18.95,22.25,45.055,36.855,39.205,71,4.74
197,1/16/2019 9:00,24.4,19.9,23.2,38.555,30.355,32.705,131,5.62
198,1/16/2019 10:00,25.2,20.7,24,34.275,26.075,28.425,220,6.27
199,1/16/2019 11:00,25.4,20.9,24.2,33.375,25.175,27.525,336,6.35
200,1/16/2019 12:00,26.35,21.85,25.15,33.835,25.635,27.985,441,6.67
201,1/16/2019 13:00,28.4,23.9,27.2,27.275,19.075,21.425,575,7.72
202,1/16/2019 14:00,29.5,25,28.3,28.275,20.075,22.425,650,8.09
203,1/16/2019 15:00,29.65,25.15,28.45,29.615,21.415,23.765,529,8.03
204,1/16/2019 16:00,25.15,20.65,23.95,54.775,46.575,48.925,489,4.71
205,1/16/2019 17:00,23.65,19.15,22.45,57.645,49.445,51.795,358,3.85
206,1/16/2019 18:00,21.6,17.1,20.4,59.255,51.055,53.405,284,2.88
207,1/17/2019 6:00,18.6,14.1,17.4,52.275,44.075,46.425,57,2.36
208,1/17/2019 7:00,19.4,14.9,18.2,47.945,39.745,42.095,68,3.04
209,1/17/2019 8:00,23.1,18.6,21.9,45.055,36.855,39.205,71,4.76
210,1/17/2019 9:00,24.2,19.7,23,38.305,30.105,32.455,131,5.62
211,1/17/2019 10:00,24.9,20.4,23.7,34.275,26.075,28.425,220,6.12
212,1/17/2019 11:00,25.4,20.9,24.2,33.375,25.175,27.525,336,6.35
213,1/17/2019 12:00,25.4,20.9,24.2,33.835,25.635,27.985,441,6.35
214,1/17/2019 13:00,27.75,23.25,26.55,27.275,19.075,21.425,575,7.57
215,1/17/2019 14:00,29.1,24.6,27.9,28.275,20.075,22.425,650,7.97
216,1/17/2019 15:00,28.95,24.45,27.75,29.615,21.415,23.765,529,7.73
217,1/17/2019 16:00,24.8,20.3,23.6,54.775,46.575,48.925,489,4.49
218,1/17/2019 17:00,23.35,18.85,22.15,57.645,49.445,51.795,358,3.65
219,1/17/2019 18:00,21.05,16.55,19.85,59.255,51.055,53.405,284,2.7
220,1/18/2019 6:00,18.55,14.05,17.35,52.275,44.075,46.425,45,2.36
221,1/18/2019 7:00,20.15,15.65,18.95,47.945,39.745,42.095,67,3.43
222,1/18/2019 8:00,23.45,18.95,22.25,45.055,36.855,39.205,71,4.74
223,1/18/2019 9:00,24.4,19.9,23.2,38.555,30.355,32.705,131,5.62
224,1/18/2019 10:00,25.2,20.7,24,34.275,26.075,28.425,220,6.27
225,1/18/2019 11:00,25.6,21.1,24.4,33.375,25.175,27.525,336,6.52
226,1/18/2019 12:00,26.35,21.85,25.15,33.835,25.635,27.985,441,6.67
227,1/18/2019 13:00,28.4,23.9,27.2,27.275,19.075,21.425,575,7.72
228,1/18/2019 14:00,29.5,25,28.3,28.275,20.075,22.425,650,8.09
229,1/18/2019 15:00,29.65,25.15,28.45,29.615,21.415,23.765,529,8.03
230,1/18/2019 16:00,25.15,20.65,23.95,54.775,46.575,48.925,489,4.71
231,1/18/2019 17:00,23.65,19.15,22.45,57.645,49.445,51.795,358,3.85
232,1/18/2019 18:00,21.6,17.1,20.4,59.255,51.055,53.405,284,2.88
233,1/19/2019 6:00,18.6,14.1,17.4,52.275,44.075,46.425,45,2.36
234,1/19/2019 7:00,19.4,14.9,18.2,47.945,39.745,42.095,11,3.04
235,1/19/2019 8:00,23.1,18.6,21.9,45.055,36.855,39.205,71,4.76
236,1/19/2019 9:00,24.2,19.7,23,38.305,30.105,32.455,131,5.62
237,1/19/2019 10:00,24.9,20.4,23.7,34.275,26.075,28.425,220,6.12
238,1/19/2019 11:00,25.6,21.1,24.4,33.375,25.175,27.525,336,6.52
239,1/19/2019 12:00,25.6,21.1,24.4,33.835,25.635,27.985,441,6.52
240,1/19/2019 13:00,27.75,23.25,26.55,27.275,19.075,21.425,575,7.57
241,1/19/2019 14:00,29.1,24.6,27.9,28.275,20.075,22.425,650,7.97
242,1/19/2019 15:00,28.95,24.45,27.75,29.615,21.415,23.765,529,7.73
243,1/19/2019 16:00,24.8,20.3,23.6,54.775,46.575,48.925,489,4.49
244,1/19/2019 17:00,23.35,18.85,22.15,57.645,49.445,51.795,358,3.65
245,1/19/2019 18:00,21.05,16.55,19.85,59.255,51.055,53.405,284,2.7
246,1/20/2019 6:00,18.55,14.05,17.35,52.275,44.075,46.425,45,2.36
247,1/20/2019 7:00,20.15,15.65,18.95,47.945,39.745,42.095,11,3.43
248,1/20/2019 8:00,23.45,18.95,22.25,45.055,36.855,39.205,71,4.74
249,1/20/2019 9:00,24.4,19.9,23.2,38.555,30.355,32.705,131,5.62
250,1/20/2019 10:00,25.2,20.7,24,34.275,26.075,28.425,220,6.27
251,1/20/2019 11:00,25.6,21.1,24.4,33.375,25.175,27.525,336,6.52
252,1/20/2019 12:00,26.35,21.85,25.15,33.835,25.635,27.985,441,6.67
253,1/20/2019 13:00,28.4,23.9,27.2,27.275,19.075,21.425,575,7.72
254,1/20/2019 14:00,29.5,25,28.3,28.275,20.075,22.425,650,8.09
255,1/20/2019 15:00,29.65,25.15,28.45,29.615,21.415,23.765,529,8.03
256,1/20/2019 16:00,25.15,20.65,23.95,54.775,46.575,48.925,489,4.71
257,1/20/2019 17:00,23.65,19.15,22.45,57.645,49.445,51.795,358,3.85
258,1/20/2019 18:00,21.6,17.1,20.4,59.255,51.055,53.405,284,2.88
259,1/21/2019 6:00,18.6,14.1,17.4,52.275,44.075,46.425,45,2.36
260,1/21/2019 7:00,19.4,14.9,18.2,47.945,39.745,42.095,11,3.04
261,1/21/2019 8:00,23.1,18.6,21.9,45.055,36.855,39.205,71,4.76
262,1/21/2019 9:00,24.2,19.7,23,38.305,30.105,32.455,131,5.62
263,1/21/2019 10:00,24.9,20.4,23.7,34.275,26.075,28.425,220,6.12
264,1/21/2019 11:00,25.6,21.1,24.4,33.375,25.175,27.525,336,6.52
265,1/21/2019 12:00,25.6,21.1,24.4,33.835,25.635,27.985,441,6.52
266,1/21/2019 13:00,27.75,23.25,26.55,27.275,19.075,21.425,575,7.57
267,1/21/2019 14:00,29.1,24.6,27.9,28.275,20.075,22.425,650,7.97
268,1/21/2019 15:00,28.95,24.45,27.75,29.615,21.415,23.765,529,7.73
269,1/21/2019 16:00,24.8,20.3,23.6,54.775,46.575,48.925,489,4.49
270,1/21/2019 17:00,23.35,18.85,22.15,57.645,49.445,51.795,358,3.65
271,1/21/2019 18:00,21.05,16.55,19.85,59.255,51.055,53.405,284,2.7
272,1/22/2019 6:00,18.55,14.05,17.35,52.275,44.075,46.425,45,2.36
273,1/22/2019 7:00,20.15,15.65,18.95,47.945,39.745,42.095,11,3.43
274,1/22/2019 8:00,23.45,18.95,22.25,45.055,36.855,39.205,71,4.74
275,1/22/2019 9:00,24.4,19.9,23.2,38.555,30.355,32.705,131,5.62
276,1/22/2019 10:00,25.2,20.7,24,34.275,26.075,28.425,220,6.27
277,1/22/2019 11:00,25.6,21.1,24.4,33.375,25.175,27.525,336,6.52
278,1/22/2019 12:00,26.35,21.85,25.15,33.835,25.635,27.985,441,6.67
279,1/22/2019 13:00,28.4,23.9,27.2,27.275,19.075,21.425,575,7.72
280,1/22/2019 14:00,29.5,25,28.3,28.275,20.075,22.425,650,8.09
281,1/22/2019 15:00,29.65,25.15,28.45,29.615,21.415,23.765,529,8.03
